Ugur,Year,State,Variable,Value
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2022,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2022,Döwlet dahylsyz,Ý.B. Işgärleriň sany,23.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2022,Döwlet dahylsyz,Kabul edilen ÝBI sany,0.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2022,JEMI,Işgärleriň sany,13000.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2022,JEMI,Ý.B. Işgärleriň sany,746.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2022,JEMI,Kabul edilen ÝBI sany,56.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2022,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2022,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,21.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2022,JEMI,ÝOM tamamlanlar,100.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2022,JEMI,Daşary ýurdy tamamlap ykrar edilenler,3.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2022,JEMI,ÝOM kwota,100.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2022,JEMI,Döredilen ýuridik şahslar,4.0
"5.Suw üpjünçiligi, galyndylary arassalamak, gaýtadan işlemek we ikinji çig maly almak",2022,JEMI,Ortaça aýlyk haky,2057.0
6.Gurluşyk , 2022,Döwlet,Işe kabul edilenleriň sany,7400.0
6.Gurluşyk , 2022,Döwlet,Ý.B. Işgärleriň sany,2353.0
6.Gurluşyk ,2022,Döwlet,Işgärleriň sany,28700.0
6.Gurluşyk ,2022,Döwlet,Işden çykanlaryň sany,8100.0
6.Gurluşyk ,2022,Döwlet,Ý.B. Işgärler göterimde %,
6.Gurluşyk ,2022,Döwlet,Kabul edilen ÝBI sany,607.0
6.Gurluşyk ,2022,Döwlet dahylsyz,Işgärleriň sany,48300.0
6.Gurluşyk ,2022,Döwlet dahylsyz,Işe kabul edilenleriň sany,37100.0
6.Gurluşyk ,2022,Döwlet dahylsyz,Işden çykanlaryň sany,35200.0
6.Gurluşyk ,2022,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
6.Gurluşyk ,2022,Döwlet dahylsyz,Ý.B. Işgärleriň sany,6665.0
6.Gurluşyk ,2022,Döwlet dahylsyz,Kabul edilen ÝBI sany,5120.0
6.Gurluşyk ,2022,JEMI,Işgärleriň sany,77000.0
6.Gurluşyk ,2022,JEMI,Ý.B. Işgärleriň sany,9019.0
6.Gurluşyk ,2022,JEMI,Kabul edilen ÝBI sany,5727.0
6.Gurluşyk ,2022,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
6.Gurluşyk ,2022,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,254.0
6.Gurluşyk ,2022,JEMI,ÝOM tamamlanlar,450.0
6.Gurluşyk ,2022,JEMI,Daşary ýurdy tamamlap ykrar edilenler,57.0
6.Gurluşyk ,2022,JEMI,ÝOM kwota,900.0
6.Gurluşyk ,2022,JEMI,Döredilen ýuridik şahslar,292.0
6.Gurluşyk ,2022,JEMI,Ortaça aýlyk haky,2027.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak , 2022,Döwlet,Işe kabul edilenleriň sany,4800.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak , 2022,Döwlet,Ý.B. Işgärleriň sany,3758.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2022,Döwlet,Işgärleriň sany,23200.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2022,Döwlet,Işden çykanlaryň sany,4800.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2022,Döwlet,Ý.B. Işgärler göterimde %,
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2022,Döwlet,Kabul edilen ÝBI sany,778.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2022,Döwlet dahylsyz,Işgärleriň sany,14000.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2022,Döwlet dahylsyz,Işe kabul edilenleriň sany,7800.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2022,Döwlet dahylsyz,Işden çykanlaryň sany,6200.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2022,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2022,Döwlet dahylsyz,Ý.B. Işgärleriň sany,4144.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2022,Döwlet dahylsyz,Kabul edilen ÝBI sany,2309.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2022,JEMI,Işgärleriň sany,37200.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2022,JEMI,Ý.B. Işgärleriň sany,7902.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2022,JEMI,Kabul edilen ÝBI sany,3086.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2022,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2022,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,222.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2022,JEMI,ÝOM tamamlanlar,200.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2022,JEMI,Daşary ýurdy tamamlap ykrar edilenler,34.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2022,JEMI,ÝOM kwota,800.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2022,JEMI,Döredilen ýuridik şahslar,422.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2022,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,71636.0
7.Lomaý we bölek satuw söwdasy; awtomobilleri we motosiklleri abatlamak ,2022,JEMI,Ortaça aýlyk haky,1805.0
8.Ulag işleri we ýükleri saklamak, 2022,Döwlet,Işe kabul edilenleriň sany,8500.0
8.Ulag işleri we ýükleri saklamak, 2022,Döwlet,Ý.B. Işgärleriň sany,4876.0
8.Ulag işleri we ýükleri saklamak,2022,Döwlet,Işgärleriň sany,46000.0
8.Ulag işleri we ýükleri saklamak,2022,Döwlet,Işden çykanlaryň sany,5900.0
8.Ulag işleri we ýükleri saklamak,2022,Döwlet,Ý.B. Işgärler göterimde %,
8.Ulag işleri we ýükleri saklamak,2022,Döwlet,Kabul edilen ÝBI sany,901.0
8.Ulag işleri we ýükleri saklamak,2022,Döwlet dahylsyz,Işgärleriň sany,7100.0
8.Ulag işleri we ýükleri saklamak,2022,Döwlet dahylsyz,Işe kabul edilenleriň sany,3900.0
8.Ulag işleri we ýükleri saklamak,2022,Döwlet dahylsyz,Işden çykanlaryň sany,2000.0
8.Ulag işleri we ýükleri saklamak,2022,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
8.Ulag işleri we ýükleri saklamak,2022,Döwlet dahylsyz,Ý.B. Işgärleriň sany,1569.0
8.Ulag işleri we ýükleri saklamak,2022,Döwlet dahylsyz,Kabul edilen ÝBI sany,862.0
8.Ulag işleri we ýükleri saklamak,2022,JEMI,Işgärleriň sany,53100.0
8.Ulag işleri we ýükleri saklamak,2022,JEMI,Ý.B. Işgärleriň sany,6445.0
8.Ulag işleri we ýükleri saklamak,2022,JEMI,Kabul edilen ÝBI sany,1763.0
8.Ulag işleri we ýükleri saklamak,2022,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
8.Ulag işleri we ýükleri saklamak,2022,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,181.0
8.Ulag işleri we ýükleri saklamak,2022,JEMI,ÝOM tamamlanlar,300.0
8.Ulag işleri we ýükleri saklamak,2022,JEMI,Daşary ýurdy tamamlap ykrar edilenler,114.0
8.Ulag işleri we ýükleri saklamak,2022,JEMI,ÝOM kwota,700.0
8.Ulag işleri we ýükleri saklamak,2022,JEMI,Döredilen ýuridik şahslar,119.0
8.Ulag işleri we ýükleri saklamak,2022,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,4440.0
8.Ulag işleri we ýükleri saklamak,2022,JEMI,Ortaça aýlyk haky,2253.0
9.Myhmanhanalaryň we restoranlaryň işleri, 2022,Döwlet,Işe kabul edilenleriň sany,2500.0
9.Myhmanhanalaryň we restoranlaryň işleri, 2022,Döwlet,Ý.B. Işgärleriň sany,460.0
9.Myhmanhanalaryň we restoranlaryň işleri,2022,Döwlet,Işgärleriň sany,4600.0
9.Myhmanhanalaryň we restoranlaryň işleri,2022,Döwlet,Işden çykanlaryň sany,2400.0
9.Myhmanhanalaryň we restoranlaryň işleri,2022,Döwlet,Ý.B. Işgärler göterimde %,
9.Myhmanhanalaryň we restoranlaryň işleri,2022,Döwlet,Kabul edilen ÝBI sany,250.0
9.Myhmanhanalaryň we restoranlaryň işleri,2022,Döwlet dahylsyz,Işgärleriň sany,1200.0
9.Myhmanhanalaryň we restoranlaryň işleri,2022,Döwlet dahylsyz,Işe kabul edilenleriň sany,600.0
9.Myhmanhanalaryň we restoranlaryň işleri,2022,Döwlet dahylsyz,Işden çykanlaryň sany,600.0
9.Myhmanhanalaryň we restoranlaryň işleri,2022,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
9.Myhmanhanalaryň we restoranlaryň işleri,2022,Döwlet dahylsyz,Ý.B. Işgärleriň sany,139.0
9.Myhmanhanalaryň we restoranlaryň işleri,2022,Döwlet dahylsyz,Kabul edilen ÝBI sany,70.0
9.Myhmanhanalaryň we restoranlaryň işleri,2022,JEMI,Işgärleriň sany,5800.0
9.Myhmanhanalaryň we restoranlaryň işleri,2022,JEMI,Ý.B. Işgärleriň sany,599.0
9.Myhmanhanalaryň we restoranlaryň işleri,2022,JEMI,Kabul edilen ÝBI sany,320.0
9.Myhmanhanalaryň we restoranlaryň işleri,2022,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
9.Myhmanhanalaryň we restoranlaryň işleri,2022,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,17.0
9.Myhmanhanalaryň we restoranlaryň işleri,2022,JEMI,ÝOM tamamlanlar,50.0
9.Myhmanhanalaryň we restoranlaryň işleri,2022,JEMI,Daşary ýurdy tamamlap ykrar edilenler,4.0
9.Myhmanhanalaryň we restoranlaryň işleri,2022,JEMI,ÝOM kwota,84.0
9.Myhmanhanalaryň we restoranlaryň işleri,2022,JEMI,Döredilen ýuridik şahslar,3.0
9.Myhmanhanalaryň we restoranlaryň işleri,2022,JEMI,Ortaça aýlyk haky,1850.0
10.Habar beriş serişdeleri we aragatnaşyk, 2022,Döwlet,Işe kabul edilenleriň sany,1600.0
10.Habar beriş serişdeleri we aragatnaşyk, 2022,Döwlet,Ý.B. Işgärleriň sany,3646.0
10.Habar beriş serişdeleri we aragatnaşyk,2022,Döwlet,Işgärleriň sany,17700.0
10.Habar beriş serişdeleri we aragatnaşyk,2022,Döwlet,Işden çykanlaryň sany,1600.0
10.Habar beriş serişdeleri we aragatnaşyk,2022,Döwlet,Ý.B. Işgärler göterimde %,
10.Habar beriş serişdeleri we aragatnaşyk,2022,Döwlet,Kabul edilen ÝBI sany,330.0
10.Habar beriş serişdeleri we aragatnaşyk,2022,Döwlet dahylsyz,Işgärleriň sany,700.0
10.Habar beriş serişdeleri we aragatnaşyk,2022,Döwlet dahylsyz,Işe kabul edilenleriň sany,300.0
10.Habar beriş serişdeleri we aragatnaşyk,2022,Döwlet dahylsyz,Işden çykanlaryň sany,200.0
10.Habar beriş serişdeleri we aragatnaşyk,2022,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
10.Habar beriş serişdeleri we aragatnaşyk,2022,Döwlet dahylsyz,Ý.B. Işgärleriň sany,381.0
10.Habar beriş serişdeleri we aragatnaşyk,2022,Döwlet dahylsyz,Kabul edilen ÝBI sany,163.0
10.Habar beriş serişdeleri we aragatnaşyk,2022,JEMI,Işgärleriň sany,18400.0
10.Habar beriş serişdeleri we aragatnaşyk,2022,JEMI,Ý.B. Işgärleriň sany,4027.0
10.Habar beriş serişdeleri we aragatnaşyk,2022,JEMI,Kabul edilen ÝBI sany,493.0
10.Habar beriş serişdeleri we aragatnaşyk,2022,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
10.Habar beriş serişdeleri we aragatnaşyk,2022,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,113.0
10.Habar beriş serişdeleri we aragatnaşyk,2022,JEMI,ÝOM tamamlanlar,400.0
10.Habar beriş serişdeleri we aragatnaşyk,2022,JEMI,Daşary ýurdy tamamlap ykrar edilenler,53.0
10.Habar beriş serişdeleri we aragatnaşyk,2022,JEMI,ÝOM kwota,700.0
10.Habar beriş serişdeleri we aragatnaşyk,2022,JEMI,Döredilen ýuridik şahslar,18.0
10.Habar beriş serişdeleri we aragatnaşyk,2022,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,142.0
10.Habar beriş serişdeleri we aragatnaşyk,2022,JEMI,Ortaça aýlyk haky,2220.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak, 2022,Döwlet,Işe kabul edilenleriň sany,1800.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak, 2022,Döwlet,Ý.B. Işgärleriň sany,5313.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2022,Döwlet,Işgärleriň sany,11600.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2022,Döwlet,Işden çykanlaryň sany,1600.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2022,Döwlet,Ý.B. Işgärler göterimde %,
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2022,Döwlet,Kabul edilen ÝBI sany,824.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2022,Döwlet dahylsyz,Işgärleriň sany,100.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2022,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2022,Döwlet dahylsyz,Ý.B. Işgärleriň sany,49.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2022,Döwlet dahylsyz,Kabul edilen ÝBI sany,0.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2022,JEMI,Işgärleriň sany,11700.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2022,JEMI,Ý.B. Işgärleriň sany,5362.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2022,JEMI,Kabul edilen ÝBI sany,824.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2022,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2022,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,151.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2022,JEMI,ÝOM tamamlanlar,150.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2022,JEMI,Daşary ýurdy tamamlap ykrar edilenler,311.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2022,JEMI,ÝOM kwota,500.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2022,JEMI,Döredilen ýuridik şahslar,5.0
11.Maliýe dellalçylygy we ätiýaçlandyrmak,2022,JEMI,Ortaça aýlyk haky,2563.0
12.Gozgalmaýan emläk bilen bagly amallar, 2022,Döwlet,Işe kabul edilenleriň sany,1300.0
12.Gozgalmaýan emläk bilen bagly amallar, 2022,Döwlet,Ý.B. Işgärleriň sany,520.0
12.Gozgalmaýan emläk bilen bagly amallar,2022,Döwlet,Işgärleriň sany,8000.0
12.Gozgalmaýan emläk bilen bagly amallar,2022,Döwlet,Işden çykanlaryň sany,1300.0
12.Gozgalmaýan emläk bilen bagly amallar,2022,Döwlet,Ý.B. Işgärler göterimde %,
12.Gozgalmaýan emläk bilen bagly amallar,2022,Döwlet,Kabul edilen ÝBI sany,85.0
12.Gozgalmaýan emläk bilen bagly amallar,2022,Döwlet dahylsyz,Işgärleriň sany,2500.0
12.Gozgalmaýan emläk bilen bagly amallar,2022,Döwlet dahylsyz,Işe kabul edilenleriň sany,1000.0
12.Gozgalmaýan emläk bilen bagly amallar,2022,Döwlet dahylsyz,Işden çykanlaryň sany,700.0
12.Gozgalmaýan emläk bilen bagly amallar,2022,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
12.Gozgalmaýan emläk bilen bagly amallar,2022,Döwlet dahylsyz,Ý.B. Işgärleriň sany,698.0
12.Gozgalmaýan emläk bilen bagly amallar,2022,Döwlet dahylsyz,Kabul edilen ÝBI sany,279.0
12.Gozgalmaýan emläk bilen bagly amallar,2022,JEMI,Işgärleriň sany,10500.0
12.Gozgalmaýan emläk bilen bagly amallar,2022,JEMI,Ý.B. Işgärleriň sany,1218.0
12.Gozgalmaýan emläk bilen bagly amallar,2022,JEMI,Kabul edilen ÝBI sany,364.0
12.Gozgalmaýan emläk bilen bagly amallar,2022,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
12.Gozgalmaýan emläk bilen bagly amallar,2022,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,34.0
12.Gozgalmaýan emläk bilen bagly amallar,2022,JEMI,ÝOM tamamlanlar,100.0
12.Gozgalmaýan emläk bilen bagly amallar,2022,JEMI,Daşary ýurdy tamamlap ykrar edilenler,23.0
12.Gozgalmaýan emläk bilen bagly amallar,2022,JEMI,ÝOM kwota,100.0
12.Gozgalmaýan emläk bilen bagly amallar,2022,JEMI,Döredilen ýuridik şahslar,23.0
12.Gozgalmaýan emläk bilen bagly amallar,2022,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,3888.0
12.Gozgalmaýan emläk bilen bagly amallar,2022,JEMI,Ortaça aýlyk haky,1826.0
"13.Hünärmenlik, ylmy we tehniki işler", 2022,Döwlet,Işe kabul edilenleriň sany,4300.0
"13.Hünärmenlik, ylmy we tehniki işler", 2022,Döwlet,Ý.B. Işgärleriň sany,8710.0
"13.Hünärmenlik, ylmy we tehniki işler",2022,Döwlet,Işgärleriň sany,22800.0
"13.Hünärmenlik, ylmy we tehniki işler",2022,Döwlet,Işden çykanlaryň sany,4200.0
"13.Hünärmenlik, ylmy we tehniki işler",2022,Döwlet,Ý.B. Işgärler göterimde %,
"13.Hünärmenlik, ylmy we tehniki işler",2022,Döwlet,Kabul edilen ÝBI sany,1643.0
"13.Hünärmenlik, ylmy we tehniki işler",2022,Döwlet dahylsyz,Işgärleriň sany,2200.0
"13.Hünärmenlik, ylmy we tehniki işler",2022,Döwlet dahylsyz,Işe kabul edilenleriň sany,800.0
"13.Hünärmenlik, ylmy we tehniki işler",2022,Döwlet dahylsyz,Işden çykanlaryň sany,700.0
"13.Hünärmenlik, ylmy we tehniki işler",2022,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
"13.Hünärmenlik, ylmy we tehniki işler",2022,Döwlet dahylsyz,Ý.B. Işgärleriň sany,1164.0
"13.Hünärmenlik, ylmy we tehniki işler",2022,Döwlet dahylsyz,Kabul edilen ÝBI sany,423.0
"13.Hünärmenlik, ylmy we tehniki işler",2022,JEMI,Işgärleriň sany,25000.0
"13.Hünärmenlik, ylmy we tehniki işler",2022,JEMI,Ý.B. Işgärleriň sany,9873.0
"13.Hünärmenlik, ylmy we tehniki işler",2022,JEMI,Kabul edilen ÝBI sany,2066.0
"13.Hünärmenlik, ylmy we tehniki işler",2022,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
"13.Hünärmenlik, ylmy we tehniki işler",2022,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,278.0
"13.Hünärmenlik, ylmy we tehniki işler",2022,JEMI,ÝOM tamamlanlar,200.0
"13.Hünärmenlik, ylmy we tehniki işler",2022,JEMI,Daşary ýurdy tamamlap ykrar edilenler,394.0
"13.Hünärmenlik, ylmy we tehniki işler",2022,JEMI,ÝOM kwota,200.0
"13.Hünärmenlik, ylmy we tehniki işler",2022,JEMI,Döredilen ýuridik şahslar,75.0
"13.Hünärmenlik, ylmy we tehniki işler",2022,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,580.0
"13.Hünärmenlik, ylmy we tehniki işler",2022,JEMI,Ortaça aýlyk haky,2314.0
14.Administratiw we kömekçi işler, 2022,Döwlet,Işe kabul edilenleriň sany,4500.0
14.Administratiw we kömekçi işler, 2022,Döwlet,Ý.B. Işgärleriň sany,1097.0
14.Administratiw we kömekçi işler,2022,Döwlet,Işgärleriň sany,20700.0
14.Administratiw we kömekçi işler,2022,Döwlet,Işden çykanlaryň sany,4600.0
14.Administratiw we kömekçi işler,2022,Döwlet,Ý.B. Işgärler göterimde %,
14.Administratiw we kömekçi işler,2022,Döwlet,Kabul edilen ÝBI sany,239.0
14.Administratiw we kömekçi işler,2022,Döwlet dahylsyz,Işgärleriň sany,4400.0
14.Administratiw we kömekçi işler,2022,Döwlet dahylsyz,Işe kabul edilenleriň sany,2800.0
14.Administratiw we kömekçi işler,2022,Döwlet dahylsyz,Işden çykanlaryň sany,2500.0
14.Administratiw we kömekçi işler,2022,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
14.Administratiw we kömekçi işler,2022,Döwlet dahylsyz,Ý.B. Işgärleriň sany,946.0
14.Administratiw we kömekçi işler,2022,Döwlet dahylsyz,Kabul edilen ÝBI sany,602.0
14.Administratiw we kömekçi işler,2022,JEMI,Işgärleriň sany,25100.0
14.Administratiw we kömekçi işler,2022,JEMI,Ý.B. Işgärleriň sany,2043.0
14.Administratiw we kömekçi işler,2022,JEMI,Kabul edilen ÝBI sany,841.0
14.Administratiw we kömekçi işler,2022,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
14.Administratiw we kömekçi işler,2022,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,57.0
14.Administratiw we kömekçi işler,2022,JEMI,ÝOM tamamlanlar,100.0
14.Administratiw we kömekçi işler,2022,JEMI,Daşary ýurdy tamamlap ykrar edilenler,128.0
14.Administratiw we kömekçi işler,2022,JEMI,ÝOM kwota,200.0
14.Administratiw we kömekçi işler,2022,JEMI,Döredilen ýuridik şahslar,25.0
14.Administratiw we kömekçi işler,2022,JEMI,Hususy telekeçilikde işleýän telekeçileriň sany,735.0
14.Administratiw we kömekçi işler,2022,JEMI,Ortaça aýlyk haky,1945.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik, 2022,Döwlet,Işe kabul edilenleriň sany,13100.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik, 2022,Döwlet,Ý.B. Işgärleriň sany,19789.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2022,Döwlet,Işgärleriň sany,47800.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2022,Döwlet,Işden çykanlaryň sany,3900.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2022,Döwlet,Ý.B. Işgärler göterimde %,
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2022,Döwlet,Kabul edilen ÝBI sany,5423.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2022,Döwlet dahylsyz,Ý.B. Işgärleriň sany,0.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2022,Döwlet dahylsyz,Kabul edilen ÝBI sany,0.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2022,JEMI,Işgärleriň sany,47800.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2022,JEMI,Ý.B. Işgärleriň sany,19789.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2022,JEMI,Kabul edilen ÝBI sany,5423.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2022,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2022,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,556.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2022,JEMI,ÝOM tamamlanlar,200.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2022,JEMI,Daşary ýurdy tamamlap ykrar edilenler,91.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2022,JEMI,ÝOM kwota,300.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2022,JEMI,Döredilen ýuridik şahslar,8.0
15.Döwlet dolandyryşy we goranmak; hökmany durmuş üpjünçilik,2022,JEMI,Ortaça aýlyk haky,2829.0
16.Bilim, 2022,Döwlet,Işe kabul edilenleriň sany,14000.0
16.Bilim, 2022,Döwlet,Ý.B. Işgärleriň sany,70840.0
16.Bilim,2022,Döwlet,Işgärleriň sany,184000.0
16.Bilim,2022,Döwlet,Işden çykanlaryň sany,9000.0
16.Bilim,2022,Döwlet,Ý.B. Işgärler göterimde %,
16.Bilim,2022,Döwlet,Kabul edilen ÝBI sany,5390.0
16.Bilim,2022,Döwlet dahylsyz,Işgärleriň sany,800.0
16.Bilim,2022,Döwlet dahylsyz,Işe kabul edilenleriň sany,600.0
16.Bilim,2022,Döwlet dahylsyz,Işden çykanlaryň sany,400.0
16.Bilim,2022,Döwlet dahylsyz,Ý.B. Işgärler göterimde %,
16.Bilim,2022,Döwlet dahylsyz,Ý.B. Işgärleriň sany,534.0
16.Bilim,2022,Döwlet dahylsyz,Kabul edilen ÝBI sany,400.0
16.Bilim,2022,JEMI,Işgärleriň sany,184800.0
16.Bilim,2022,JEMI,Ý.B. Işgärleriň sany,71374.0
16.Bilim,2022,JEMI,Kabul edilen ÝBI sany,5790.0
16.Bilim,2022,JEMI,Ugurlar boýunça Ý.B. Işgärler göterimde %,
16.Bilim,2022,JEMI,Pensiýa ýaşyna ýetenleriň takmynan sany,2006.0
16.Bilim,2022,JEMI,ÝOM tamamlanlar,2800.0
16.Bilim,2022,JEMI,Daşary ýurdy tamamlap ykrar edilenler,3709.0
16.Bilim,2022,JEMI,ÝOM kwota,5500.0
16.Bilim,2022,JEMI,Döredilen ýuridik şahslar,16.0
16.Bilim,2022,JEMI,Ortaça aýlyk haky,2357.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek, 2022,Döwlet,Işe kabul edilenleriň sany,6300.0
17.Saglygy goraýyş we ilata durmuş taýdan hyzmat etmek, 2022,Döwlet,Ý.B. Işgärleriň sany,13291.0
